Plataforma,Fecha_Review,Semana_Review,Año_Review,Rating,Usuario,Puesto,Titulo,Texto,Pros,Contras,Fecha_Scrape,Semana_Scrape
Glassdoor,2022-08-27,34,2022,5.0,Anónimo,Software qa engineer,Muy buena opción para trabajar en modalidad Home Office,,"- Aumentos de salario anuales en base al desempeño - Modalidad home office permanente - En caso de que un proyecto se cierre, te retienen ""en banca"" con paga mientras te ubican en un nuevo proyecto",- No hay prestaciones de ley (uno es contratado como freelancer) - El tiempo que transcurre entre el primer contacto y las entrevistas es muy largo (en mi caso fué de mas de un año desde que contestaron mi solicitud hasta cuando encontraron un proyecto en el que mis aptitudes eran compatibles),2026-05-05,19
Glassdoor,2022-08-24,34,2022,5.0,Anónimo,Data engineer,Uno de los mejores lugares donde he trabajado,,- Buenas oportunidades de crecimiento y aprendizaje. - Buenos salarios si negocian correctamente desde el inicio. - Manejo de tus tiempos y jornadas sanas de trabajo (en lo general no se requiere una gran cantidad de horas extra). - Trabajo 100% remoto. - Capacitaciones que puedas requerir para desempeñar tu trabajo disponibles. - Excelente ambiente laboral - Retroalimentación de desempeño mensual.,- Al no tener sede en Colombia el cotrato es por prestación de servicios. - Sin beneficios extra como medicina prepagada que si tienen otras empresas.,2026-05-05,19
Glassdoor,2022-08-17,33,2022,4.0,Anónimo,Scrum master,¿Cómo es trabajar en BairesDev?,,"Sueldo competitivo, trabajo full remoto, clases de inglés, horario flexible","A los 3 meses si no has conseguido ser asignado a un proyecto estas despedido, no hay feedback de parte de los líderes, las inducciones son básicas y solo te informan que toda información necesaria se encuentra en Confluence.",2026-05-05,19
Glassdoor,2022-08-15,33,2022,2.0,Anónimo,Senior project manager,PM,,Salario bastante bueno con respecto al mercado,Control Freeks Nos hacian grabar las reuniones que teniamos con lodevs para que varios equipos pudieran auditarlas,2026-05-05,19
Glassdoor,2022-08-11,32,2022,1.0,Anónimo,People team,Cero foco en personas - Cultura tóxica,,"Si te pagan en dólares, es lo único positivo que tiene.","Cultura de control. Tienen infinitos equipos de auditorías internas que lo único que hacen es tener con la soga al cuello y amenaza indirecta a sus empleados. Todo lo que se evalúa no es para mejorar si no para controlar y sacar a los que no siguen sus speeches y guidelines al pie de la letra. Cero espacio para crear e innovar (a no ser que quieras crear un dashboard de control, para esos excels extorsivos, te dejan volar). Y el área de People, que debería velar por el bienestar y desarrollo de la gente, es el primer área en regirse bajo este control internamente y con las otras áreas. El anti-ejemplo. Solo lo recomendaría para alguien que está sin trabajo y necesita algo mientras tanto.",2026-05-05,19
Glassdoor,2022-08-08,32,2022,4.0,Anónimo,Hrbp,Aprendizaje,,Aprendizaje y buen ambiente laboral,Los sueldos son algo bajos,2026-05-05,19
Glassdoor,2022-07-25,30,2022,4.0,Anónimo,Software enfineer,Lo que se puede esperar de una consultora,,"Hay un esmero por parte de la empresa para hacerte sentir parte, tratando de establecer una relación continua del PM y HR cuando estás asignado a un cliente.","Aún cuando se interesan en conocer los problema y limitaciones que se tienen al trabajar con un cliente, es poco lo que quieren/pueden hacer. Entonces todo depende del cliente que te toque: - Posibilidad de crecimiento (muy limitado) - Tecnologías (limitado por el cliente/projecto) - Posibilidad de cambio de cliente/proyecto (baja)",2026-05-05,19
Glassdoor,2022-07-12,28,2022,5.0,Anónimo,Devops engineer,Empresa en Crecimiento,,"Cada vez se crece mas, con buenos clientes y retos interesantes.","Como es remoto 100%, no hay cena de navidad, ni salidas con los compañeros.",2026-05-05,19
Glassdoor,2022-07-03,26,2022,5.0,Anónimo,Qa automation engineer,QA automation,,"flexibilidad de horario, de saldo",el modelo de contratacion con el cliente,2026-05-05,19
Glassdoor,2022-07-02,26,2022,4.0,Anónimo,Empleado anónimo,Regular,,Excelente ambito laboral e integración a la cultura home office,Crecimiento no claro en el ámbito de carrera,2026-05-05,19
Glassdoor,2022-06-28,26,2022,4.0,Anónimo,Business development analyst,Muy buena empresa,,"Muy buen ambiente laboral, trabajo remoto, gran flexibilidad en el manejo del tiempo, salario competitivo",No pagan prestaciones laborales para empleados en Latam,2026-05-05,19
Glassdoor,2022-06-27,26,2022,3.0,Anónimo,Call center representative,Buena,,"Buena paga, se aprende mucho",No prestaciones de ley como aguinaldo,2026-05-05,19
Glassdoor,2022-06-06,23,2022,2.0,Anónimo,Sourcer,Experiencia en HR,,Aprendes a trabajar en un ambiente acelerado y de constante estres.,Piden mucho y pagan poco.,2026-05-05,19
Glassdoor,2022-06-03,22,2022,4.0,Anónimo,It recruiting manager,Muy buena experiencia,,Mucho crecimiento y acompañamiento. Trabajar remoto con todas las herramientas.,Alta rotación. Algunos managers son milenarios y no se actualizan en buenas prácticas para trabajar con gente.,2026-05-05,19
Glassdoor,2022-06-01,22,2022,4.0,Anónimo,Empleado anónimo,Bien,,"Flexibilidad, buen ambiente, equilibrio con vida personal.",El proceso de reclutamiento es pesado.,2026-05-05,19
Glassdoor,2022-05-31,22,2022,3.0,Anónimo,Account manager,evaluacion,,La principal ventaja es el Salario que es muy competitivo,La principal desventaja es l carga de trabajo que es muy pesada,2026-05-05,19
Glassdoor,2022-05-31,22,2022,1.0,Anónimo,Software engineer,Informalidad,,Oportunidad de trabajo con equipos de habla inglesa,"Mucha informalidad, despidos injustificados y falta de organizacion",2026-05-05,19
Glassdoor,2022-05-26,21,2022,3.0,Anónimo,Python developer,Normal,,Es un buen lugar para empezar como Junior,Demasiado seguimiento y completar formularios de seguimiento. Muy pesado se hace. Sueldo bajo.,2026-05-05,19
Glassdoor,2022-05-18,20,2022,5.0,Anónimo,Senior ios developer,Buen lugar para trabajar,,"Pagos a tiempo, excelente comunicacion, proveen el equipo para trabajar apropiadamente",Es dificil conseguir un aumento,2026-05-05,19
Glassdoor,2022-05-17,20,2022,3.0,Anónimo,Talent acquisition specialist,Meh,,Tenían algunas oportunidades de crecimiento,"El sueldo era extremadamente bajo. No me alcanzaba para vivir de eso, desafortunadamente.",2026-05-05,19
Glassdoor,2022-05-15,19,2022,5.0,Anónimo,Controlling analyst,Controlling Analyst,,Excelente clima laboral y trabajo remoto,Fuerte exigencia y dificultad debido al crecimiento,2026-05-05,19
Glassdoor,2022-05-10,19,2022,2.0,Anónimo,Talent acquisition specialist,Experiencia,,"Un buen lugar para crecer, gran equipo y mucha flexibilidad","Procesos, objetivos, sueldos bajos y muy poca claridad con los candidatos",2026-05-05,19
Glassdoor,2022-05-10,19,2022,4.0,Anónimo,Devops engineer,Cuida mucho a sus empleados,,"Hay bastante acompañamiento, tanto técnico como personal. En caso de que te quedes sin proyecto, te sostienen mientras algo sale (Con el mismo salario), apoyan mucho el estudio y formación.","No tienen sede en Colombia, por lo que no te pagan prestaciones",2026-05-05,19
Glassdoor,2022-05-06,18,2022,5.0,Anónimo,Hiring specialist,Bueno,,"Grato ambiente laboral, aunque procesos son lentos",Procesos bastante lentos pero grato ambiente,2026-05-05,19
Glassdoor,2022-04-27,17,2022,3.0,Anónimo,Ux designer,Ux Design,,Equipo Home Office extras beneficios,Sueldo bajo y poco ajuste por inflación,2026-05-05,19
